orderId,symbol,mode,qty,price,value,avgCost,realizedPnl,createdAt
1787833426448-4cd35bd8381088,INFY,SELL,9,1531.5,13783.5,1535.86,-39.24,2026-08-27T12:23:46.448Z
1787833426448-9ade02c9378208,TATAPOWER,SELL,3,125.74,377.22,124.54,3.6,2026-08-27T12:23:46.448Z
1787833426448-02971f4eef67d8,HINDUNILVR,BUY,14,2429.62,34014.68,2436.55,0,2026-08-27T12:23:46.448Z
1787833426448-10db48da67315,TATAPOWER,SELL,15,125.33,1879.95,124.54,11.85,2026-08-27T12:23:46.448Z
1787833426448-f2ee8766601c6,TATAPOWER,BUY,3,125.88,377.64,124.54,0,2026-08-27T12:23:46.448Z
1787833426448-21f177cff1ff6,ONGC,BUY,17,117.79,2002.43,117.44,0,2026-08-27T12:23:46.448Z
1787833426448-ff7876e06ff05,SBIN,SELL,8,449.97,3599.76,439.37,84.8,2026-08-27T12:23:46.448Z
1787833426448-0d0879f7f3bda,INFY,BUY,19,1528.16,29035.04,1535.86,0,2026-08-27T12:23:46.448Z
1787833426448-c1cbbb0f93194,KPITTECH,BUY,8,265.1,2120.8,264.45,0,2026-08-27T12:23:46.448Z
1787833426448-49e424b9adbe08,JUBLFOOD,BUY,8,2989.59,23916.72,2998.64,0,2026-08-27T12:23:46.448Z
1787833426448-d8c74364e552c8,TATAPOWER,BUY,6,125.41,752.46,124.52,0,2026-08-27T12:23:46.448Z
1787833426448-338c46745b6168,RELIANCE,BUY,10,2020,20200,2017.1,0,2026-08-27T12:23:46.448Z
1787833426448-27ebd66a8e98e8,SGBMAY29,BUY,6,4695.1,28170.6,4703.26,0,2026-08-27T12:23:46.448Z
1787833426448-433e7177544fc8,KPITTECH,BUY,18,264.34,4758.12,264.41,0,2026-08-27T12:23:46.448Z
1787833426448-f12ba9cdb72458,SGBMAY29,SELL,19,4711.83,89524.77,4703.59,156.56,2026-08-27T12:23:46.448Z
1787833426448-c8bae9ed1658a8,KPITTECH,BUY,3,264.22,792.66,264.42,0,2026-08-27T12:23:46.448Z
1787833426448-a1a7d6521e43,SGBMAY29,BUY,15,4672.29,70084.35,4703.59,0,2026-08-27T12:23:46.448Z
1787833426448-e793c261394b88,BHARTIARTL,BUY,16,564.31,9028.96,556.05,0,2026-08-27T12:23:46.448Z
1787833426448-4084cd77b7aca,SGBMAY29,BUY,17,4698.77,79879.09,4706.64,0,2026-08-27T12:23:46.448Z
1787833426448-3e8615339d67c,WIPRO,BUY,15,596.78,8951.7,592.06,0,2026-08-27T12:23:46.448Z
1787833426448-78f9f415dcb93,HINDUNILVR,SELL,11,2430.42,26734.62,2438.45,-88.33,2026-08-27T12:23:46.448Z
1787833426448-5025f3315bfdc,WIPRO,BUY,15,598.29,8974.35,591.5,0,2026-08-27T12:23:46.448Z
1787833426448-3cd0bd2658f68,ITC,SELL,6,200.41,1202.46,203.52,-18.66,2026-08-27T12:23:46.448Z
1787833426448-ec025e3845cb1,JUBLFOOD,BUY,17,2989.93,50828.81,2999.24,0,2026-08-27T12:23:46.448Z
1787833426448-218e63d81e0e8,TCS,SELL,9,3252.18,29269.62,3225.69,238.41,2026-08-27T12:23:46.448Z
1787833426448-20590087f50e48,QUICKHEAL,SELL,11,315.88,3474.68,313.62,24.86,2026-08-27T12:23:46.448Z
1787833426448-631f2439d28b18,EVEREADY,SELL,13,329.45,4282.85,323.25,80.6,2026-08-27T12:23:46.448Z
1787833426448-43ae33577081a,SBIN,BUY,13,449.47,5843.11,439.37,0,2026-08-27T12:23:46.448Z
1787833426448-51859f66504dd8,KPITTECH,BUY,17,263.69,4482.73,264.43,0,2026-08-27T12:23:46.448Z
1787833426448-5f1100d53ad43,SGBMAY29,SELL,17,4683.89,79626.13,4707.62,-403.41,2026-08-27T12:23:46.448Z
1787833426447-a87c939c443a7,INFY,SELL,11,1530.36,16833.96,1545,-161.04,2026-08-27T12:23:46.447Z
1787833426447-e5f1a719524308,INFY,SELL,20,1532.06,30641.2,1545,-258.8,2026-08-27T12:23:46.447Z
1787833426447-415c7926b2a31,QUICKHEAL,BUY,16,315.06,5040.96,313.62,0,2026-08-27T12:23:46.447Z
1787833426447-da27049f4b1ca,ITC,BUY,17,200.3,3405.1,203.52,0,2026-08-27T12:23:46.447Z
1787833426447-aea0706bbd669,JUBLFOOD,SELL,4,2983.87,11935.48,3000.76,-67.56,2026-08-27T12:23:46.447Z
1787833426447-7922839794b078,SGBMAY29,BUY,5,4712.03,23560.15,4707.62,0,2026-08-27T12:23:46.447Z
1787833426447-5008ac851fd1a,BHARTIARTL,SELL,12,563.33,6759.96,554.69,103.68,2026-08-27T12:23:46.447Z
1787833426447-e4ce0554022a98,TATAPOWER,BUY,10,124.99,1249.9,124.49,0,2026-08-27T12:23:46.447Z
1787833426447-13fe9f455fb5b8,HDFCBANK,SELL,4,1520.31,6081.24,1519.33,3.92,2026-08-27T12:23:46.447Z
1787833426447-974dd666b4339,WIPRO,BUY,17,601.41,10223.97,590.59,0,2026-08-27T12:23:46.447Z
1787833426447-e29a69ce4dfa3,KPITTECH,BUY,7,264.81,1853.67,264.59,0,2026-08-27T12:23:46.447Z
1787833426447-6494b2bfa9d188,WIPRO,BUY,9,597.57,5378.13,588.65,0,2026-08-27T12:23:46.447Z
1787833426447-05a0e45c923138,HDFCBANK,SELL,14,1510.14,21141.96,1519.33,-128.66,2026-08-27T12:23:46.447Z
1787833426447-927793d8cd9b2,ITC,SELL,11,199.41,2193.51,203.78,-48.07,2026-08-27T12:23:46.447Z
1787833426447-185d58883b57f8,QUICKHEAL,SELL,19,317.15,6025.85,313.43,70.68,2026-08-27T12:23:46.447Z
1787833426447-3b2205787efca,ONGC,SELL,9,116.97,1052.73,117.36,-3.51,2026-08-27T12:23:46.447Z
1787833426447-f91eb7e040bed,M&M,BUY,7,812.13,5684.91,790.36,0,2026-08-27T12:23:46.447Z
1787833426447-d580855df2f8f8,ONGC,SELL,12,117.37,1408.44,117.36,0.12,2026-08-27T12:23:46.447Z
1787833426447-7e8ba734e57ec8,SBIN,BUY,11,447.97,4927.67,438.03,0,2026-08-27T12:23:46.447Z
1787833426447-4966a7a0be71e,QUICKHEAL,BUY,14,317.24,4441.36,313.43,0,2026-08-27T12:23:46.447Z
1787833426447-70b9644a20127,TATAPOWER,BUY,1,125.11,125.11,124.46,0,2026-08-27T12:23:46.447Z
1787833426447-525f473ad9e3c,ONGC,BUY,17,117.65,2000.05,117.36,0,2026-08-27T12:23:46.447Z
1787833426447-9ea4b2ec4de528,KPITTECH,BUY,14,265.07,3710.98,264.57,0,2026-08-27T12:23:46.447Z
1787833426447-144871345c956,ITC,BUY,12,199.68,2396.16,203.78,0,2026-08-27T12:23:46.447Z
1787833426447-46c0d0d96686f,WIPRO,SELL,18,597.13,10748.34,587.72,169.38,2026-08-27T12:23:46.447Z
1787833426447-49cf6a01183138,HINDUNILVR,BUY,10,2441.17,24411.7,2438.45,0,2026-08-27T12:23:46.447Z
1787833426447-fb3b821b14be1,M&M,BUY,14,812.41,11373.74,789.65,0,2026-08-27T12:23:46.447Z
1787833426447-51c8446d8ccdc8,HINDUNILVR,SELL,18,2430.37,43746.66,2437.93,-136.08,2026-08-27T12:23:46.447Z
1787833426447-cd8746e8d52788,INFY,SELL,8,1529.63,12237.04,1545,-122.96,2026-08-27T12:23:46.447Z
1787833426447-af349f36482948,TCS,BUY,9,3236.51,29128.59,3225.69,0,2026-08-27T12:23:46.447Z
1787833426447-4cede16e789ff,JUBLFOOD,BUY,13,2985,38805,3000.76,0,2026-08-27T12:23:46.447Z
1787833426447-744e803f199a2,HINDUNILVR,BUY,3,2434.39,7303.17,2437.93,0,2026-08-27T12:23:46.447Z
1787833426447-097e434bc2c48,WIPRO,BUY,14,596.22,8347.08,587.72,0,2026-08-27T12:23:46.447Z
1787833426447-8335d940dc11d,TATAPOWER,SELL,15,124.73,1870.95,124.46,4.05,2026-08-27T12:23:46.447Z
1787833426447-760d941367f87,WIPRO,BUY,5,597.8,2989,586.4,0,2026-08-27T12:23:46.447Z
1787833426446-8024de827b3a8,QUICKHEAL,BUY,14,316.6,4432.4,313.01,0,2026-08-27T12:23:46.446Z
1787833426446-47ac2bc3b241f8,HDFCBANK,BUY,14,1511.95,21167.3,1519.33,0,2026-08-27T12:23:46.446Z
1787833426446-88c47f13016a9,SBIN,SELL,18,447.88,8061.84,436.77,199.98,2026-08-27T12:23:46.446Z
1787833426446-732d8486341b68,SGBMAY29,BUY,7,4692.85,32849.95,4707.47,0,2026-08-27T12:23:46.446Z
1787833426446-75f612b5622a3,TCS,SELL,12,3240.8,38889.6,3224.67,193.56,2026-08-27T12:23:46.446Z
1787833426446-4291057b832e1,BHARTIARTL,SELL,1,565.55,565.55,554.69,10.86,2026-08-27T12:23:46.446Z
1787833426446-396fb95790523,TATAPOWER,BUY,12,125.25,1503,124.46,0,2026-08-27T12:23:46.446Z
1787833426446-64cbe90083fe,SBIN,SELL,7,448.66,3140.62,436.77,83.23,2026-08-27T12:23:46.446Z
1787833426446-c626738e1fe728,RELIANCE,BUY,4,2014.96,8059.84,2016.77,0,2026-08-27T12:23:46.446Z
1787833426446-dd303608ef08d8,RELIANCE,BUY,17,2014.51,34246.67,2016.86,0,2026-08-27T12:23:46.446Z
1787833426446-53456fb766e678,KPITTECH,BUY,14,263.44,3688.16,264.45,0,2026-08-27T12:23:46.446Z
1787833426446-0b5f1306534d88,TATAPOWER,BUY,19,124.71,2369.49,124.4,0,2026-08-27T12:23:46.446Z
1787833426446-453f458d127a8,ONGC,BUY,15,117.64,1764.6,117.3,0,2026-08-27T12:23:46.446Z
1787833426446-675ad59d2c4fd,QUICKHEAL,SELL,5,315.96,1579.8,312.56,17,2026-08-27T12:23:46.446Z
1787833426446-90c17ccdc72788,SGBMAY29,SELL,3,4711.8,14135.4,4708.19,10.83,2026-08-27T12:23:46.446Z
1787833426446-bdb8f7ba1cd32,SBIN,SELL,16,447.75,7164,436.77,175.68,2026-08-27T12:23:46.446Z
1787833426446-8dde1cc218f6a,QUICKHEAL,BUY,17,316.21,5375.57,312.56,0,2026-08-27T12:23:46.446Z
1787833426446-953bbca97fe65,ONGC,BUY,17,117.78,2002.26,117.22,0,2026-08-27T12:23:46.446Z
1787833426446-75f73cc0875aa,BHARTIARTL,SELL,13,561.76,7302.88,554.69,91.91,2026-08-27T12:23:46.446Z
1787833426446-7933bead343928,RELIANCE,BUY,15,2024.46,30366.9,2017.47,0,2026-08-27T12:23:46.446Z
1787833426446-3310f9b200322,KPITTECH,BUY,8,263.55,2108.4,264.78,0,2026-08-27T12:23:46.446Z
1787833426446-92f5738d473cf,HDFCBANK,SELL,14,1513.18,21184.52,1521.44,-115.64,2026-08-27T12:23:46.446Z
1787833426446-d84e2550d2a22,SGBMAY29,SELL,14,4667.78,65348.92,4708.19,-565.74,2026-08-27T12:23:46.446Z
1787833426446-f40fe92403758,EVEREADY,SELL,18,329.67,5934.06,323.25,115.56,2026-08-27T12:23:46.446Z
1787833426446-466340b2cde868,KPITTECH,SELL,17,263.7,4482.9,265.06,-23.12,2026-08-27T12:23:46.446Z
1787833426446-f416e72cbf301,WIPRO,SELL,18,597.02,10746.36,585.73,203.22,2026-08-27T12:23:46.446Z
1787833426446-55430937ae6188,ONGC,SELL,5,117.84,589.2,117.01,4.15,2026-08-27T12:23:46.446Z
1787833426446-90cc5495eedf58,RELIANCE,BUY,14,2023.32,28326.48,2015.42,0,2026-08-27T12:23:46.446Z
1787833426446-2389c7652971e8,BHARTIARTL,BUY,1,565.68,565.68,554.69,0,2026-08-27T12:23:46.446Z
1787833426446-2f0ddca1c28b18,HDFCBANK,BUY,1,1517.12,1517.12,1521.44,0,2026-08-27T12:23:46.446Z
1787833426446-f36333075b5e3,QUICKHEAL,SELL,12,316.12,3793.44,311.94,50.16,2026-08-27T12:23:46.446Z
1787833426446-3a6496047b763,HDFCBANK,SELL,13,1520.89,19771.57,1521.51,-8.06,2026-08-27T12:23:46.446Z
1787833426446-bb0d539acaa1a,HINDUNILVR,BUY,9,2453.47,22081.23,2438.09,0,2026-08-27T12:23:46.446Z
1787833426446-8ba6e29fcde34,HINDUNILVR,BUY,6,2453.45,14720.7,2435.7,0,2026-08-27T12:23:46.446Z
1787833426446-12302259f2feb8,WIPRO,BUY,15,597.36,8960.4,585.73,0,2026-08-27T12:23:46.446Z
1787833426446-4a246e7bde789,TATAPOWER,BUY,3,124.7,374.1,124.36,0,2026-08-27T12:23:46.446Z
1787833426446-019a5980da8e8,WIPRO,SELL,10,601.4,6014,583.75,176.5,2026-08-27T12:23:46.446Z
1787833426446-8f96e26fcabdd,TATAPOWER,SELL,9,125.2,1126.8,124.35,7.65,2026-08-27T12:23:46.446Z
1787833426446-5c4080982e9328,INFY,SELL,13,1536.58,19975.54,1545,-109.46,2026-08-27T12:23:46.446Z
1787833426446-6555148ebd93d,ITC,BUY,4,199.57,798.28,204.01,0,2026-08-27T12:23:46.446Z
1787833426446-650499dd71ae,KPITTECH,SELL,6,265.47,1592.82,265.06,2.46,2026-08-27T12:23:46.446Z
1787833426446-a1d2e35544a32,HINDUNILVR,SELL,15,2435.62,36534.3,2433.65,29.55,2026-08-27T12:23:46.446Z
1787833426446-c5b82a4fd3ae1,INFY,BUY,18,1533.96,27611.28,1545,0,2026-08-27T12:23:46.446Z
1787833426446-bbb737a89cb16,INFY,SELL,1,1525.03,1525.03,1548.98,-23.95,2026-08-27T12:23:46.446Z
1787833426446-6a9c279c70a3b8,SBIN,BUY,17,447.51,7607.67,436.77,0,2026-08-27T12:23:46.446Z
1787833426446-f73edc9948ca88,M&M,BUY,18,811.2,14601.6,788.06,0,2026-08-27T12:23:46.446Z
1787833426446-facdfb13fad378,ITC,SELL,15,200.54,3008.1,204.1,-53.4,2026-08-27T12:23:46.446Z
1787833426446-a0120102f584e8,HDFCBANK,SELL,16,1511.39,24182.24,1521.51,-161.92,2026-08-27T12:23:46.446Z
1787833426446-de7967b1a25e8,M&M,SELL,12,806.94,9683.28,785.78,253.92,2026-08-27T12:23:46.446Z
1787833426445-aefedb74093ea8,BHARTIARTL,BUY,5,564.48,2822.4,554.6,0,2026-08-27T12:23:46.445Z
1787833426445-726707d9c88ba,RELIANCE,SELL,6,2022.98,12137.88,2012.43,63.3,2026-08-27T12:23:46.445Z
1787833426445-0128da855a5848,KPITTECH,SELL,15,265.07,3976.05,265.06,0.15,2026-08-27T12:23:46.445Z
1787833426445-f7e5098b24d418,M&M,BUY,4,806.15,3224.6,785.78,0,2026-08-27T12:23:46.445Z
1787833426445-382ca87fd7163,KPITTECH,BUY,2,265.25,530.5,265.06,0,2026-08-27T12:23:46.445Z
1787833426445-835f2107ee62b8,HDFCBANK,BUY,2,1513.24,3026.48,1521.51,0,2026-08-27T12:23:46.445Z
1787833426445-45fdb31be179a,BHARTIARTL,SELL,5,562.73,2813.65,554.18,42.75,2026-08-27T12:23:46.445Z
1787833426445-48e4e64e0ef56,HDFCBANK,BUY,19,1516.12,28806.28,1521.7,0,2026-08-27T12:23:46.445Z
1787833426445-0a3aaa8ad4fe38,RELIANCE,BUY,4,2017.86,8071.44,2012.43,0,2026-08-27T12:23:46.445Z
1787833426445-356c63d9707ad8,QUICKHEAL,SELL,3,316.27,948.81,311.94,12.99,2026-08-27T12:23:46.445Z
1787833426445-70877c93f7a918,ONGC,SELL,16,117.75,1884,117.01,11.84,2026-08-27T12:23:46.445Z
1787833426445-c81020181250e8,BHARTIARTL,BUY,19,562.95,10696.05,554.18,0,2026-08-27T12:23:46.445Z
1787833426445-1e3077f6ea9868,TATAPOWER,BUY,16,124.99,1999.84,124.35,0,2026-08-27T12:23:46.445Z
1787833426445-dd80b586064678,ONGC,BUY,7,117.84,824.88,117.01,0,2026-08-27T12:23:46.445Z
1787833426445-6353c674b55be8,INFY,SELL,20,1526.39,30527.8,1548.98,-451.8,2026-08-27T12:23:46.445Z
1787833426445-e91d6d2c6c91e,ONGC,SELL,11,116.81,1284.91,116.91,-1.1,2026-08-27T12:23:46.445Z
1787833426445-dced3226435b5,TATAPOWER,SELL,8,124.81,998.48,124.27,4.32,2026-08-27T12:23:46.445Z
1787833426445-205b7065e3e4d,WIPRO,BUY,2,601.6,1203.2,583.75,0,2026-08-27T12:23:46.445Z
1787833426445-0a386370789878,ONGC,BUY,5,117.64,588.2,116.91,0,2026-08-27T12:23:46.445Z
1787833426445-f91b779e25db08,EVEREADY,BUY,10,330.61,3306.1,323.25,0,2026-08-27T12:23:46.445Z
1787833426445-52df3af3b6148,QUICKHEAL,BUY,10,315.8,3158,311.94,0,2026-08-27T12:23:46.445Z
1787833426445-b7a316eaf9b818,ONGC,BUY,15,117.3,1759.5,116.85,0,2026-08-27T12:23:46.445Z
1787833426445-12b337138338c,KPITTECH,BUY,15,265.21,3978.15,265.05,0,2026-08-27T12:23:46.445Z
1787833426445-73ab5d246a69c8,JUBLFOOD,BUY,11,2984.04,32824.44,3002.92,0,2026-08-27T12:23:46.445Z
1787833426445-6e3096a094cc5,SBIN,BUY,9,449.27,4043.43,435.12,0,2026-08-27T12:23:46.445Z
1787833426445-491406114115d,HINDUNILVR,BUY,9,2432.05,21888.45,2433.65,0,2026-08-27T12:23:46.445Z
1787833426445-a0f68a3b75f8f8,QUICKHEAL,SELL,3,314.44,943.32,311.57,8.61,2026-08-27T12:23:46.445Z
1787833426445-11333ee6887d5,SBIN,SELL,15,449.47,6742.05,433.87,234,2026-08-27T12:23:46.445Z
1787833426445-973fde1632d008,QUICKHEAL,SELL,7,317.32,2221.24,311.57,40.25,2026-08-27T12:23:46.445Z
1787833426445-e36500319738a8,TCS,BUY,15,3245.76,48686.4,3224.67,0,2026-08-27T12:23:46.445Z
1787833426445-5432ff39f3038,SBIN,SELL,2,448.38,896.76,433.87,29.02,2026-08-27T12:23:46.445Z
1787833426445-38a397f4150f5,BHARTIARTL,BUY,7,562.31,3936.17,552.56,0,2026-08-27T12:23:46.445Z
1787833426445-261bf3d3e83098,SBIN,SELL,9,448.83,4039.47,433.87,134.64,2026-08-27T12:23:46.445Z
1787833426445-44b2b135c928c,RELIANCE,BUY,13,2017.28,26224.64,2011.87,0,2026-08-27T12:23:46.445Z
1787833426445-7ac45b0e3bda68,ITC,BUY,17,200.22,3403.74,204.1,0,2026-08-27T12:23:46.445Z
1787833426445-f77c4bd83b5aa8,HINDUNILVR,SELL,15,2432.84,36492.6,2433.9,-15.9,2026-08-27T12:23:46.445Z
1787833426445-0c4b65ac30f178,ITC,BUY,11,200.54,2205.94,204.42,0,2026-08-27T12:23:46.445Z
1787833426445-a46d520ab2fff8,SBIN,SELL,9,448.7,4038.3,433.87,133.47,2026-08-27T12:23:46.445Z
1787833426445-32780cd44ceab8,HDFCBANK,SELL,11,1512.63,16638.93,1523.21,-116.38,2026-08-27T12:23:46.445Z
1787833426445-755fb9b2c28cf,ITC,SELL,2,199.15,398.3,204.64,-10.98,2026-08-27T12:23:46.445Z
1787833426445-401c1e68706cd,KPITTECH,BUY,5,265.71,1328.55,265.01,0,2026-08-27T12:23:46.445Z
1787833426445-79b4d299cbb6f,JUBLFOOD,BUY,10,2966.39,29663.9,3005.39,0,2026-08-27T12:23:46.445Z
1787833426445-71eb95ace6913,SBIN,BUY,13,450.71,5859.23,433.87,0,2026-08-27T12:23:46.445Z
1787833426445-2a59965a2a9538,TCS,BUY,4,3230.1,12920.4,3221.23,0,2026-08-27T12:23:46.445Z
1787833426445-6b97ba039f4678,WIPRO,SELL,17,598.12,10168.04,583.38,250.58,2026-08-27T12:23:46.445Z
1787833426445-e1f06ee8ce7838,TCS,BUY,13,3239.05,42107.65,3220.83,0,2026-08-27T12:23:46.445Z
1787833426444-7a8a32050bc258,EVEREADY,BUY,4,329.26,1317.04,322.65,0,2026-08-27T12:23:46.444Z
1787833426444-4cc2dc5e314bf8,M&M,BUY,2,809.12,1618.24,785.35,0,2026-08-27T12:23:46.444Z
1787833426444-8973e7a4bf6fa,SGBMAY29,BUY,8,4689.22,37513.76,4708.19,0,2026-08-27T12:23:46.444Z
1787833426444-874615d238cf1,SBIN,BUY,7,448.25,3137.75,432.1,0,2026-08-27T12:23:46.444Z
1787833426444-f11d6480e5d2c8,HINDUNILVR,SELL,4,2450.66,9802.64,2433.9,67.04,2026-08-27T12:23:46.444Z
1787833426444-f5619a7642473,SGBMAY29,BUY,7,4694.2,32859.4,4709.19,0,2026-08-27T12:23:46.444Z
1787833426444-e05cc40a238608,JUBLFOOD,BUY,17,2983.05,50711.85,3010.66,0,2026-08-27T12:23:46.444Z
1787833426444-b1dc73dc3cebb8,EVEREADY,BUY,10,327.8,3278,322.43,0,2026-08-27T12:23:46.444Z
1787833426444-67a520dde369,EVEREADY,SELL,15,327.6,4914,321.93,85.05,2026-08-27T12:23:46.444Z
1787833426444-8b75ebab9cc608,INFY,SELL,11,1528.7,16815.7,1548.98,-223.08,2026-08-27T12:23:46.444Z
1787833426444-b9a5b1507fdbf,RELIANCE,BUY,6,2010.08,12060.48,2009.17,0,2026-08-27T12:23:46.444Z
1787833426444-b9460c090f3868,BHARTIARTL,BUY,18,565.08,10171.44,551.85,0,2026-08-27T12:23:46.444Z
1787833426444-b50b34b383013,M&M,SELL,4,813.05,3252.2,785.1,111.8,2026-08-27T12:23:46.444Z
1787833426444-648a9c3eacae58,INFY,BUY,5,1528.96,7644.8,1548.98,0,2026-08-27T12:23:46.444Z
1787833426444-8f0d45b912f298,QUICKHEAL,BUY,1,317.09,317.09,311.57,0,2026-08-27T12:23:46.444Z
1787833426444-5ca426d4ac194,BHARTIARTL,BUY,13,561.72,7302.36,548.8,0,2026-08-27T12:23:46.444Z
1787833426444-e9279fe68f5d18,M&M,BUY,8,810.64,6485.12,785.1,0,2026-08-27T12:23:46.444Z
1787833426444-1b9b012be9b778,KPITTECH,SELL,2,264.17,528.34,264.94,-1.54,2026-08-27T12:23:46.444Z
1787833426444-6073921f6b156,ONGC,BUY,10,117.91,1179.1,116.71,0,2026-08-27T12:23:46.444Z
1787833426444-911340ce989fb8,HDFCBANK,BUY,20,1512.75,30255,1523.21,0,2026-08-27T12:23:46.444Z
1787833426444-7ebfbd08c8841,HINDUNILVR,BUY,19,2443.2,46420.8,2433.9,0,2026-08-27T12:23:46.444Z
1787833426444-077c6f765bf008,HDFCBANK,SELL,2,1508.95,3017.9,1526.64,-35.38,2026-08-27T12:23:46.444Z
1787833426444-3054b8ed6b667,WIPRO,SELL,15,597.19,8957.85,583.38,207.15,2026-08-27T12:23:46.444Z
1787833426444-765ca10bfe2e,HDFCBANK,SELL,2,1522.64,3045.28,1526.64,-8,2026-08-27T12:23:46.444Z
1787833426444-3b8b144ea06f48,JUBLFOOD,BUY,5,2978.8,14894,3018.9,0,2026-08-27T12:23:46.444Z
1787833426444-6b7f3203b743e8,QUICKHEAL,BUY,20,317.18,6343.6,311.52,0,2026-08-27T12:23:46.444Z
1787833426444-9c89c3bf2f288,TATAPOWER,SELL,20,125.33,2506.6,124.27,21.2,2026-08-27T12:23:46.444Z
1787833426444-3df0b246360e68,RELIANCE,BUY,20,2008.9,40178,2008.9,0,2026-08-27T12:23:46.444Z
1787833426444-aa2bdfc5698238,HINDUNILVR,BUY,3,2433.67,7301.01,2430.86,0,2026-08-27T12:23:46.444Z
1787833426444-4fbc08c574ba08,HINDUNILVR,BUY,15,2435.41,36531.15,2430.71,0,2026-08-27T12:23:46.444Z
1787833426444-2081784b7aff7,WIPRO,BUY,2,598.98,1197.96,583.38,0,2026-08-27T12:23:46.444Z
1787833426444-f1e832cc6381f8,SGBMAY29,BUY,11,4697.97,51677.67,4709.92,0,2026-08-27T12:23:46.444Z
1787833426444-f9df5e4c3db93,SBIN,SELL,3,450.08,1350.24,431.13,56.85,2026-08-27T12:23:46.444Z
1787833426444-debc652ec442,SGBMAY29,BUY,16,4700.43,75206.88,4710.91,0,2026-08-27T12:23:46.444Z
1787833426444-2c2bd6ef032e48,SGBMAY29,SELL,15,4676.55,70148.25,4712.34,-536.85,2026-08-27T12:23:46.444Z
1787833426444-45cf6556f8e09,M&M,BUY,13,813.38,10573.94,784,0,2026-08-27T12:23:46.444Z
1787833426444-449c0b7ac7bda8,HDFCBANK,SELL,7,1509.46,10566.22,1526.64,-120.26,2026-08-27T12:23:46.444Z
1787833426444-9578522506202,EVEREADY,SELL,7,330.58,2314.06,321.93,60.55,2026-08-27T12:23:46.444Z
1787833426444-799f3a43b40bf,TCS,BUY,1,3255.39,3255.39,3217.67,0,2026-08-27T12:23:46.444Z
1787833426444-df3677f1084af,ITC,BUY,13,199.76,2596.88,204.64,0,2026-08-27T12:23:46.444Z
1787833426444-b01896723b9e5,SBIN,BUY,2,450.94,901.88,431.13,0,2026-08-27T12:23:46.444Z
1787833426444-800ad5ed75a64,TATAPOWER,BUY,3,124.87,374.61,124.27,0,2026-08-27T12:23:46.444Z
1787833426444-5035efcb4db8a,HDFCBANK,SELL,3,1516.35,4549.05,1526.64,-30.87,2026-08-27T12:23:46.444Z
1787833426444-b530be69a0cb,KPITTECH,SELL,6,264.13,1584.78,264.94,-4.86,2026-08-27T12:23:46.444Z
1787833426444-a5d0dc0ee715,JUBLFOOD,BUY,14,2978.48,41698.72,3022.76,0,2026-08-27T12:23:46.444Z
1787833426443-6ab3904cf9cf18,RELIANCE,SELL,18,2018.34,36330.12,2052.56,-410.64,2026-08-27T12:23:46.443Z
1787833426443-486e40a0b107e8,SBIN,BUY,5,450.81,2254.05,430.79,0,2026-08-27T12:23:46.443Z
1787833426443-f886a8199ef2e,EVEREADY,BUY,11,328.4,3612.4,321.93,0,2026-08-27T12:23:46.443Z
1787833426443-a88c2ed21aeaa8,TCS,BUY,20,3235.55,64711,3217.16,0,2026-08-27T12:23:46.443Z
1787833426443-f2b7944633721,ITC,SELL,5,200.73,1003.65,204.99,-21.3,2026-08-27T12:23:46.443Z
1787833426443-8119160f0bc2a,RELIANCE,SELL,2,2019.91,4039.82,2052.56,-65.3,2026-08-27T12:23:46.443Z
1787833426443-7f8920d0675cd,EVEREADY,BUY,7,328.24,2297.68,321.33,0,2026-08-27T12:23:46.443Z
1787833426443-b423b34607af78,TCS,BUY,5,3241.75,16208.75,3210.35,0,2026-08-27T12:23:46.443Z
1787833426443-d39cd46ac5129,SGBMAY29,SELL,4,4706.89,18827.56,4712.34,-21.8,2026-08-27T12:23:46.443Z
1787833426443-69f876c110955,ONGC,SELL,17,117.76,2001.92,116.4,23.12,2026-08-27T12:23:46.443Z
1787833426443-7647489514363,M&M,SELL,11,813.87,8952.57,781.78,352.99,2026-08-27T12:23:46.443Z
1787833426443-8423b01dc7dc68,EVEREADY,BUY,20,328.28,6565.6,320.9,0,2026-08-27T12:23:46.443Z
1787833426443-8729163893c7b8,JUBLFOOD,SELL,6,2977.77,17866.62,3039.07,-367.8,2026-08-27T12:23:46.443Z
1787833426443-64716dcffad1e,KPITTECH,BUY,14,264.93,3709.02,264.94,0,2026-08-27T12:23:46.443Z
1787833426443-821b8a39d0c02,SBIN,SELL,7,451.1,3157.7,429.9,148.4,2026-08-27T12:23:46.443Z
1787833426443-a09998ebc017c8,TCS,BUY,13,3226.32,41942.16,3207.15,0,2026-08-27T12:23:46.443Z
1787833426443-bce23ea94e47c,KPITTECH,SELL,2,264.53,529.06,264.94,-0.82,2026-08-27T12:23:46.443Z
1787833426443-bc69f4d5e83bf,ITC,BUY,14,199.19,2788.66,204.99,0,2026-08-27T12:23:46.443Z
1787833426443-9bf93f71b2c3,INFY,SELL,10,1528.23,15282.3,1550.28,-220.5,2026-08-27T12:23:46.443Z
1787833426443-733fc19fdb6dc,HINDUNILVR,SELL,1,2438.21,2438.21,2428.95,9.26,2026-08-27T12:23:46.443Z
