"time","investment","currentValue","pnl","pnlPercent"
"2026-08-27T12:31:30.663Z","3544668.54","3550375.38","5706.84","0.16"
"2026-08-27T12:31:33.678Z","3544668.54","3548430.15","3761.61","0.11"
"2026-08-27T12:31:36.686Z","3544668.54","3547289.28","2620.74","0.07"
"2026-08-27T12:31:39.700Z","3544668.54","3551007.66","6339.12","0.18"
"2026-08-27T12:31:42.706Z","3544668.54","3556866.38","12197.84","0.34"
"2026-08-27T12:31:45.713Z","3544668.54","3556585.24","11916.7","0.34"
"2026-08-27T12:31:48.723Z","3544668.54","3560256.82","15588.28","0.44"
"2026-08-27T12:31:51.738Z","3544668.54","3560345.26","15676.72","0.44"
"2026-08-27T12:31:54.747Z","3544668.54","3562299.41","17630.87","0.5"
"2026-08-27T12:31:57.753Z","3544668.54","3562471.49","17802.95","0.5"
"2026-08-27T12:32:00.763Z","3544668.54","3557053.27","12384.73","0.35"
"2026-08-27T12:32:03.773Z","3544668.54","3554246.41","9577.87","0.27"
"2026-08-27T12:32:06.777Z","3544668.54","3554667.8","9999.26","0.28"
"2026-08-27T12:32:09.787Z","3544668.54","3551773.06","7104.52","0.2"
"2026-08-27T12:32:12.799Z","3544668.54","3546633.53","1964.99","0.06"
"2026-08-27T12:32:15.809Z","3544668.54","3548216.32","3547.78","0.1"
"2026-08-27T12:32:18.815Z","3544668.54","3548009.65","3341.11","0.09"
"2026-08-27T12:32:21.821Z","3544668.54","3544773.97","105.43","0"
"2026-08-27T12:32:24.821Z","3544668.54","3547148.55","2480.01","0.07"
"2026-08-27T12:32:27.829Z","3544668.54","3550390.85","5722.31","0.16"
"2026-08-27T12:32:30.842Z","3544668.54","3552790.42","8121.88","0.23"
"2026-08-27T12:32:33.849Z","3544668.54","3554014.45","9345.91","0.26"
"2026-08-27T12:32:36.859Z","3544668.54","3551539.72","6871.18","0.19"
"2026-08-27T12:32:39.869Z","3544668.54","3548963.45","4294.91","0.12"
"2026-08-27T12:32:42.879Z","3544668.54","3550870.25","6201.71","0.17"
"2026-08-27T12:32:45.886Z","3544668.54","3553584.65","8916.11","0.25"
"2026-08-27T12:32:48.890Z","3544668.54","3552658.67","7990.13","0.23"
"2026-08-27T12:32:51.900Z","3544668.54","3550996.85","6328.31","0.18"
"2026-08-27T12:32:54.908Z","3544668.54","3551343.92","6675.38","0.19"
"2026-08-27T12:32:57.917Z","3544668.54","3549102.92","4434.38","0.13"
"2026-08-27T12:33:00.929Z","3544668.54","3548520.53","3851.99","0.11"
"2026-08-27T12:33:03.938Z","3544668.54","3548243.26","3574.72","0.1"
"2026-08-27T12:33:06.953Z","3544668.54","3543408.98","-1259.56","-0.04"
"2026-08-27T12:33:09.961Z","3544668.54","3546046.14","1377.6","0.04"
"2026-08-27T12:33:12.968Z","3544668.54","3542081.08","-2587.46","-0.07"
"2026-08-27T12:33:15.978Z","3544668.54","3535136.98","-9531.56","-0.27"
"2026-08-27T12:33:18.978Z","3544668.54","3532747.31","-11921.23","-0.34"
"2026-08-27T12:33:21.990Z","3544668.54","3534724.28","-9944.26","-0.28"
"2026-08-27T12:33:24.994Z","3544668.54","3538106.06","-6562.48","-0.19"
"2026-08-27T12:33:28.000Z","3544668.54","3536521.31","-8147.23","-0.23"
"2026-08-27T12:33:31.012Z","3544668.54","3539053.02","-5615.52","-0.16"
"2026-08-27T12:33:34.025Z","3544668.54","3536493.23","-8175.31","-0.23"
"2026-08-27T12:33:37.032Z","3544668.54","3537239.23","-7429.31","-0.21"
"2026-08-27T12:33:40.043Z","3544668.54","3539085.71","-5582.83","-0.16"
"2026-08-27T12:33:43.053Z","3544668.54","3537366.51","-7302.03","-0.21"
"2026-08-27T12:33:46.061Z","3544668.54","3532374.48","-12294.06","-0.35"
"2026-08-27T12:33:49.066Z","3544668.54","3530120.59","-14547.95","-0.41"
"2026-08-27T12:33:52.069Z","3544668.54","3527007.93","-17660.61","-0.5"
"2026-08-27T12:33:55.078Z","3544668.54","3529324.42","-15344.12","-0.43"
"2026-08-27T12:33:58.080Z","3544668.54","3530164.63","-14503.91","-0.41"
"2026-08-27T12:34:01.091Z","3544668.54","3526758.54","-17910","-0.51"
"2026-08-27T12:34:04.102Z","3544668.54","3525702.54","-18966","-0.54"
"2026-08-27T12:34:07.113Z","3544668.54","3529277.96","-15390.58","-0.43"
"2026-08-27T12:34:10.125Z","3544668.54","3532272.3","-12396.24","-0.35"
"2026-08-27T12:34:13.130Z","3544668.54","3534397.45","-10271.09","-0.29"
"2026-08-27T12:34:16.138Z","3544668.54","3538264.36","-6404.18","-0.18"
"2026-08-27T12:34:19.153Z","3544668.54","3538244.85","-6423.69","-0.18"
"2026-08-27T12:34:22.167Z","3544668.54","3538177.05","-6491.49","-0.18"
"2026-08-27T12:34:25.179Z","3544668.54","3545052.8","384.26","0.01"
"2026-08-27T12:34:28.192Z","3544668.54","3542863.35","-1805.19","-0.05"
"2026-08-27T12:34:31.199Z","3544668.54","3542369.79","-2298.75","-0.06"
"2026-08-27T12:34:34.208Z","3544668.54","3542695.92","-1972.62","-0.06"
"2026-08-27T12:34:37.222Z","3544668.54","3541382.56","-3285.98","-0.09"
"2026-08-27T12:34:40.230Z","3544668.54","3536345.74","-8322.8","-0.23"
"2026-08-27T12:34:43.243Z","3544668.54","3537043.42","-7625.12","-0.22"
"2026-08-27T12:34:46.254Z","3544668.54","3538549.18","-6119.36","-0.17"
"2026-08-27T12:34:49.267Z","3544668.54","3532747.79","-11920.75","-0.34"
"2026-08-27T12:34:52.270Z","3544668.54","3529679.93","-14988.61","-0.42"
"2026-08-27T12:34:55.278Z","3544668.54","3531725.83","-12942.71","-0.37"
"2026-08-27T12:34:58.286Z","3544668.54","3529352.24","-15316.3","-0.43"
"2026-08-27T12:35:01.295Z","3544668.54","3531079.88","-13588.66","-0.38"
"2026-08-27T12:35:04.296Z","3544668.54","3535890.42","-8778.12","-0.25"
"2026-08-27T12:35:07.306Z","3544668.54","3536514","-8154.54","-0.23"
"2026-08-27T12:35:10.315Z","3544668.54","3535225.11","-9443.43","-0.27"
"2026-08-27T12:35:13.327Z","3544668.54","3539278.73","-5389.81","-0.15"
"2026-08-27T12:35:16.336Z","3544668.54","3535639.41","-9029.13","-0.25"
"2026-08-27T12:35:19.345Z","3544668.54","3534003.45","-10665.09","-0.3"
"2026-08-27T12:35:22.359Z","3544668.54","3528904.53","-15764.01","-0.44"
"2026-08-27T12:35:25.371Z","3544668.54","3524011.26","-20657.28","-0.58"
"2026-08-27T12:35:28.382Z","3544668.54","3526586.36","-18082.18","-0.51"
"2026-08-27T12:35:31.394Z","3544668.54","3522169.13","-22499.41","-0.63"
"2026-08-27T12:35:34.395Z","3544668.54","3518711.98","-25956.56","-0.73"
"2026-08-27T12:35:37.409Z","3544668.54","3521900.69","-22767.85","-0.64"
"2026-08-27T12:35:40.421Z","3544668.54","3522567.87","-22100.67","-0.62"
"2026-08-27T12:35:43.435Z","3544668.54","3523023.23","-21645.31","-0.61"
"2026-08-27T12:35:46.448Z","3544668.54","3523671.9","-20996.64","-0.59"
"2026-08-27T12:35:49.453Z","3544668.54","3523406.54","-21262","-0.6"
"2026-08-27T12:35:52.461Z","3544668.54","3527857.06","-16811.48","-0.47"
"2026-08-27T12:35:55.472Z","3544668.54","3534489.9","-10178.64","-0.29"
"2026-08-27T12:35:58.486Z","3544668.54","3529691.57","-14976.97","-0.42"
"2026-08-27T12:36:01.495Z","3544668.54","3527604.1","-17064.44","-0.48"
"2026-08-27T12:36:04.504Z","3544668.54","3531864.67","-12803.87","-0.36"
"2026-08-27T12:36:07.505Z","3544668.54","3533461.53","-11207.01","-0.32"
"2026-08-27T12:36:10.519Z","3544668.54","3532233.5","-12435.04","-0.35"
"2026-08-27T12:36:13.531Z","3544668.54","3531896.32","-12772.22","-0.36"
"2026-08-27T12:36:16.530Z","3544668.54","3529908.19","-14760.35","-0.42"
"2026-08-27T12:36:19.539Z","3544668.54","3531150.09","-13518.45","-0.38"
"2026-08-27T12:36:22.550Z","3544668.54","3531867.51","-12801.03","-0.36"
"2026-08-27T12:36:25.551Z","3544668.54","3534470.01","-10198.53","-0.29"
"2026-08-27T12:36:28.559Z","3544668.54","3532649.19","-12019.35","-0.34"
"2026-08-27T12:36:31.568Z","3544668.54","3532551.61","-12116.93","-0.34"
"2026-08-27T12:36:34.581Z","3544668.54","3537676.65","-6991.89","-0.2"
"2026-08-27T12:36:37.585Z","3544668.54","3532510.32","-12158.22","-0.34"
"2026-08-27T12:36:40.596Z","3544668.54","3533665.9","-11002.64","-0.31"
"2026-08-27T12:36:43.605Z","3544668.54","3535618.4","-9050.14","-0.26"
"2026-08-27T12:36:46.604Z","3544668.54","3537445.42","-7223.12","-0.2"
"2026-08-27T12:36:49.614Z","3544668.54","3534368.81","-10299.73","-0.29"
"2026-08-27T12:36:52.627Z","3544668.54","3537524.93","-7143.61","-0.2"
"2026-08-27T12:36:55.640Z","3544668.54","3531938.02","-12730.52","-0.36"
"2026-08-27T12:36:58.653Z","3544668.54","3525917.31","-18751.23","-0.53"
"2026-08-27T12:37:01.658Z","3544668.54","3532971.54","-11697","-0.33"
"2026-08-27T12:37:04.671Z","3544668.54","3526444.32","-18224.22","-0.51"
"2026-08-27T12:37:07.680Z","3544668.54","3531745.02","-12923.52","-0.36"
"2026-08-27T12:37:10.690Z","3544668.54","3529149.86","-15518.68","-0.44"
"2026-08-27T12:37:13.695Z","3544668.54","3527318.04","-17350.5","-0.49"
"2026-08-27T12:37:16.705Z","3544668.54","3527960.84","-16707.7","-0.47"
"2026-08-27T12:37:19.715Z","3544668.54","3530453.04","-14215.5","-0.4"
"2026-08-27T12:37:22.725Z","3544668.54","3531313.53","-13355.01","-0.38"
"2026-08-27T12:37:25.734Z","3544668.54","3533502.27","-11166.27","-0.32"
"2026-08-27T12:37:28.744Z","3544668.54","3537184.17","-7484.37","-0.21"
"2026-08-27T12:37:31.748Z","3544668.54","3535010.07","-9658.47","-0.27"
"2026-08-27T12:37:34.754Z","3544668.54","3536447.15","-8221.39","-0.23"
"2026-08-27T12:37:37.766Z","3544668.54","3539304.75","-5363.79","-0.15"
"2026-08-27T12:37:40.776Z","3544668.54","3541069.84","-3598.7","-0.1"
"2026-08-27T12:37:43.786Z","3544668.54","3539269.27","-5399.27","-0.15"
"2026-08-27T12:37:46.792Z","3544668.54","3539846.26","-4822.28","-0.14"
"2026-08-27T12:37:49.802Z","3544668.54","3544217.07","-451.47","-0.01"
"2026-08-27T12:37:52.812Z","3544668.54","3544611.95","-56.59","0"
"2026-08-27T12:37:55.812Z","3544668.54","3543938.88","-729.66","-0.02"
"2026-08-27T12:37:58.820Z","3544668.54","3544902.89","234.35","0.01"
"2026-08-27T12:38:01.826Z","3544668.54","3540055.97","-4612.57","-0.13"
"2026-08-27T12:38:04.827Z","3544668.54","3538958.14","-5710.4","-0.16"
"2026-08-27T12:38:07.834Z","3544668.54","3543719.48","-949.06","-0.03"
"2026-08-27T12:38:10.843Z","3544668.54","3546117.29","1448.75","0.04"
"2026-08-27T12:38:13.854Z","3544668.54","3545439.09","770.55","0.02"
"2026-08-27T12:38:16.857Z","3544668.54","3544500.4","-168.14","0"
"2026-08-27T12:38:19.866Z","3544668.54","3543237.94","-1430.6","-0.04"
